Company,Chocolate_origin,Review_number,Review_year,Cocoa_percent,Company_location,Rating,Bean_type,Bean_origin,Cocoa_category,Rating_category
Palette de Bine,Duo- Gran Couva & Camino Verde,1399,2014,75.0,Canada,3.5,4,"Trinidad, Ecuador",Moderate Blend,Fair
Palette de Bine,Gran Couva,1399,2014,70.0,Canada,3.75,2,Trinidad,Moderate Blend,Fair
Pangea,Matasawalevu,1860,2016,76.0,Spain,3.0,6,Fiji,Moderate Blend,Fair
Park 75,South America,1363,2014,65.0,USA,3.5,6,South America,Mild Mocha,Fair
Parliament,Kilombero Valley,1856,2016,70.0,USA,3.25,6,Tanzania,Moderate Blend,Fair
Parliament,"Lachua, Q'egchi families",1542,2015,70.0,USA,3.5,6,Guatemala,Moderate Blend,Fair
Parliament,Alto Beni,1251,2014,70.0,USA,3.0,6,Bolivia,Moderate Blend,Fair
Parliament,Oko Caribe,1255,2014,70.0,USA,3.5,6,Dominican Republic,Moderate Blend,Fair
Pascha,Peru,1137,2013,55.0,Peru,2.5,6,Peru,Mild Mocha,Fair
Pascha,Peru,1137,2013,70.0,Peru,2.75,6,Peru,Moderate Blend,Fair
Patric,Signature Blend,636,2011,70.0,USA,3.75,4,Unkown,Moderate Blend,Fair
Patric,Madagascar,331,2009,75.0,USA,4.0,2,Madagascar,Moderate Blend,Excellent
Patric,Madagascar,439,2009,67.0,USA,3.5,2,Madagascar,Mild Mocha,Fair
Patric,"Rio Caribe, Paria Penninsula",439,2009,70.0,USA,3.5,2,Venezuela,Moderate Blend,Fair
Patric,Madagascar,196,2007,70.0,USA,4.0,2,Madagascar,Moderate Blend,Excellent
Patric,"Piura, Choc. Garage Exclusive",1034,2013,67.0,USA,4.0,6,Peru,Mild Mocha,Excellent
Paul Young,"Madagascar, w/ shell",1271,2014,73.0,U.K.,2.25,2,Madagascar,Moderate Blend,Poor
Paul Young,"Madagascar, w/ shell",1271,2014,64.0,U.K.,2.75,2,Madagascar,Mild Mocha,Fair
Peppalo,Dominican Republic,1454,2015,82.0,USA,3.0,6,Dominican Republic,Deep Dark,Fair
Pierre Marcolini,"Haut Penja, w/ nibs",1658,2015,70.0,Belgium,3.25,3,Cameroon,Moderate Blend,Fair
Pierre Marcolini,Chuao,478,2010,75.0,Belgium,3.0,1,Venezuela,Moderate Blend,Fair
Pierre Marcolini,Trinite,478,2010,75.0,Belgium,3.25,2,Trinidad,Moderate Blend,Fair
Pierre Marcolini,"Baracoa, Cuba",516,2010,78.0,Belgium,3.75,4,Cuba,Moderate Blend,Fair
Pierre Marcolini,"Peru, Las Pampas P.",531,2010,85.0,Belgium,3.0,1,Peru,Deep Dark,Fair
Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",414,2009,72.0,Belgium,3.0,3,Brazil,Moderate Blend,Fair
Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",445,2009,72.0,Belgium,3.0,1,Mexico,Moderate Blend,Fair
Pierre Marcolini,Cabosse,111,2007,70.0,Belgium,4.0,4,"Venezuela, Java",Moderate Blend,Excellent
Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",129,2007,72.0,Belgium,3.75,3,Ecuador,Moderate Blend,Fair
Pierre Marcolini,"Sambirano, Ambanja, Madagascar",141,2007,72.0,Belgium,4.0,2,Madagascar,Moderate Blend,Excellent
Pierre Marcolini,Fleur de Cacao,166,2007,85.0,Belgium,3.5,4,Venezuela/ Ghana,Deep Dark,Fair
Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",81,2006,72.0,Belgium,4.0,1,Mexico,Moderate Blend,Excellent
Pierre Marcolini,"Kendem Lembu, Java",93,2006,72.0,Belgium,3.0,1,Indonesia,Moderate Blend,Fair
Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",93,2006,72.0,Belgium,4.0,1,Venezuela,Moderate Blend,Excellent
Pinellas,Wampusirpi Region,1772,2016,80.0,USA,2.5,6,Honduras,Moderate Blend,Fair
Pitch Dark,Tenor,1506,2015,62.0,USA,2.5,6,Nicaragua,Mild Mocha,Fair
Pitch Dark,Johe,1506,2015,80.0,USA,2.75,6,Nicaragua,Moderate Blend,Fair
Pitch Dark,Chuno,1510,2015,80.0,USA,2.75,4,Nicaragua,Moderate Blend,Fair
Pitch Dark,Nicalizo,1510,2015,80.0,USA,2.75,2,Nicaragua,Moderate Blend,Fair
Pitch Dark,Rugoso,1510,2015,80.0,USA,3.25,6,Nicaragua,Moderate Blend,Fair
Pitch Dark,Akesson Estate,1311,2014,73.0,USA,3.25,2,Madagascar,Moderate Blend,Fair
Pitch Dark,Namau Village,1315,2014,73.0,USA,2.5,2,Fiji,Moderate Blend,Fair
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,73.0,USA,3.25,6,Ecuador,Moderate Blend,Fair
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",1319,2014,73.0,USA,3.5,6,Ecuador,Moderate Blend,Fair
Pomm (aka Dead Dog),"La Red, 2011",829,2012,76.0,USA,2.5,6,Dominican Republic,Moderate Blend,Fair
Pomm (aka Dead Dog),Peru,829,2012,82.0,USA,2.75,1,Peru,Deep Dark,Fair
Potomac,"Oko Caribe, Duarte Province, 2016 H.",1820,2016,70.0,USA,3.75,6,Dominican Republic,Moderate Blend,Fair
Potomac,"Cuyagua, 2013",1387,2014,70.0,USA,3.75,6,Venezuela,Moderate Blend,Fair
Potomac,Upala w/ nibs,647,2011,70.0,USA,3.5,6,Costa Rica,Moderate Blend,Fair
Potomac,"Upala, Batch 18",654,2011,70.0,USA,3.0,6,Costa Rica,Moderate Blend,Fair
Potomac,"San Martin, Amazonian Highlands",789,2011,70.0,USA,2.75,6,Peru,Moderate Blend,Fair
Potomac,Bahia,789,2011,70.0,USA,3.5,6,Brazil,Moderate Blend,Fair
Potomac,"Upala, Batch 12",607,2010,82.0,USA,3.75,6,Costa Rica,Deep Dark,Fair
Pralus,Peru,1446,2015,75.0,France,3.25,6,Peru,Moderate Blend,Fair
Pralus,"Porcelana, S. of Lake Maracaibo",717,2011,75.0,France,3.25,1,Venezuela,Moderate Blend,Fair
Pralus,Chuao,486,2010,75.0,France,3.5,2,Venezuela,Moderate Blend,Fair
Pralus,Cuyagua,451,2009,75.0,France,2.0,6,Venezuela,Moderate Blend,Poor
Pralus,Papouasie,199,2008,75.0,France,3.0,2,Papua New Guinea,Moderate Blend,Fair
Pralus,"Sambirano Valley, Le 100%",202,2008,100.0,France,3.0,1,Madagascar,Deep Dark,Fair
Pralus,Dominican Republic-Organic,280,2008,75.0,France,2.0,6,Dominican Republic,Moderate Blend,Poor
Pralus,"Monte Alegre, Diego Badero",280,2008,75.0,France,3.5,6,Brazil,Moderate Blend,Fair
Pralus,Claudio Corallo w/ nibs,162,2007,75.0,France,4.0,3,Sao Tome,Moderate Blend,Excellent
Pralus,"Monte Alegre (Itacare), Brazil",105,2006,75.0,France,3.0,3,Brazil,Moderate Blend,Fair
Pralus,Tanzania,105,2006,75.0,France,3.5,1,Tanzania,Moderate Blend,Fair
Pralus,Sao Tome & Principe,5,2006,75.0,France,3.5,3,Sao Tome & Principe,Moderate Blend,Fair
Pralus,Trinidad,5,2006,75.0,France,3.5,2,Trinidad,Moderate Blend,Fair
Pralus,"Madagascar, Nosy Be Isle.",5,2006,75.0,France,3.75,1,Madagascar,Moderate Blend,Fair
Pralus,"Java, Indonesie",32,2006,75.0,France,3.5,1,Indonesia,Moderate Blend,Fair
Pralus,"Barlovento, Venezuela",32,2006,75.0,France,3.5,2,Venezuela,Moderate Blend,Fair
Pralus,Jamaique,32,2006,75.0,France,4.0,2,Jamaica,Moderate Blend,Excellent
Pralus,Equateur,40,2006,75.0,France,3.0,2,Ecuador,Moderate Blend,Fair
Pralus,Vanuatu,40,2006,75.0,France,3.0,2,Vanuatu,Moderate Blend,Fair
Pralus,Ghana,40,2006,75.0,France,3.25,3,Ghana,Moderate Blend,Fair
Pralus,Colombie,40,2006,75.0,France,3.5,2,Colombia,Moderate Blend,Fair
Pralus,Fortissima,93,2006,80.0,France,4.0,4,Ecuador,Moderate Blend,Excellent
Pralus,Cuba,99,2006,75.0,France,3.0,2,Cuba,Moderate Blend,Fair
Pralus,"Caracas, Venezuela and Ghana",99,2006,75.0,France,3.0,4,"Venezuela, Ghana",Moderate Blend,Fair
Pralus,"Djakarta, Java and Ghana",99,2006,75.0,France,3.5,4,"Indonesia, Ghana",Moderate Blend,Fair
Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",1872,2016,77.0,U.K.,3.5,6,Ecuador,Moderate Blend,Fair
Pump Street Bakery,"Crayfish Bay Estate, 2014",1502,2015,70.0,U.K.,3.5,2,Grenada,Moderate Blend,Fair
Pump Street Bakery,"Akesson's, batch 4411",1530,2015,74.0,U.K.,3.5,1,Madagascar,Moderate Blend,Fair
Pump Street Bakery,Honduras,1688,2015,80.0,U.K.,2.75,6,Honduras,Moderate Blend,Fair
Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",1223,2014,75.0,U.K.,2.75,2,Venezuela,Moderate Blend,Fair
Pump Street Bakery,Guantupi River,1223,2014,75.0,U.K.,3.0,3,Ecuador,Moderate Blend,Fair
Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",1223,2014,72.0,U.K.,3.25,2,Madagascar,Moderate Blend,Fair
Pump Street Bakery,Guantupi River,1227,2014,85.0,U.K.,2.75,3,Ecuador,Deep Dark,Fair
Pura Delizia,Venezuela,931,2012,73.0,Italy,2.75,6,Venezuela,Moderate Blend,Fair
Q Chocolate,Brazil,1057,2013,75.0,Brazil,3.25,6,Brazil,Moderate Blend,Fair
Q Chocolate,Brazil,1057,2013,85.0,Brazil,3.5,6,Brazil,Deep Dark,Fair
Q Chocolate,Brazil,1069,2013,55.0,Brazil,2.75,6,Brazil,Mild Mocha,Fair
Q Chocolate,Brazil,1069,2013,80.0,Brazil,3.25,6,Brazil,Moderate Blend,Fair
Q Chocolate,Brazil,935,2012,60.0,Brazil,3.0,6,Brazil,Mild Mocha,Fair
Q Chocolate,Brazil,935,2012,65.0,Brazil,3.25,6,Brazil,Mild Mocha,Fair
Quetzalli (Wolter),"Mexico, Lot 28022016",1796,2016,70.0,Mexico,2.75,1,Mexico,Moderate Blend,Fair
Quetzalli (Wolter),"Uranga, Lot 22032016",1800,2016,74.0,Mexico,3.0,2,Mexico,Moderate Blend,Fair
Raaka,Amazon Basin Blend,1788,2016,70.0,USA,3.0,6,"Peru(SMartin,Pangoa,nacional)",Moderate Blend,Fair
Raaka,Virunga,1708,2015,75.0,USA,2.75,3,Congo,Moderate Blend,Fair
Raaka,Madagascar,959,2012,75.0,USA,3.25,2,Madagascar,Moderate Blend,Fair
Raaka,La Red,785,2011,85.0,USA,3.5,6,Dominican Republic,Deep Dark,Fair
Rain Republic,Suchitepequez E.,470,2010,70.0,Guatemala,2.75,6,Guatemala,Moderate Blend,Fair
Rancho San Jacinto,Ecuador,565,2010,75.0,Ecuador,3.0,3,Ecuador,Moderate Blend,Fair
Ranger,"San Martin, Batch 2",1558,2015,70.0,USA,2.5,6,Peru,Moderate Blend,Fair
Ranger,"Chulucanas, Batch 1",1562,2015,80.0,USA,3.25,6,Peru,Moderate Blend,Fair
Ranger,"Tumbes, Batch 2",1562,2015,73.0,USA,3.5,1,Peru,Moderate Blend,Fair
Raoul Boulanger,Piura,1872,2016,75.0,France,3.25,1,Peru,Moderate Blend,Fair
Raw Cocoa,Raw,867,2012,70.0,Poland,2.5,1,Unkown,Moderate Blend,Fair
Republica del Cacao (aka Confecta),Esmeraldas,494,2010,75.0,Ecuador,3.25,6,Ecuador,Moderate Blend,Fair
Republica del Cacao (aka Confecta),"Los Rios, Vinces",439,2009,75.0,Ecuador,2.5,3,Ecuador,Moderate Blend,Fair
Republica del Cacao (aka Confecta),Manabi,147,2007,75.0,Ecuador,3.0,3,Ecuador,Moderate Blend,Fair
Republica del Cacao (aka Confecta),El Oro,147,2007,67.0,Ecuador,3.5,3,Ecuador,Mild Mocha,Fair
Republica del Cacao (aka Confecta),Los Rios,170,2007,75.0,Ecuador,3.75,3,Ecuador,Moderate Blend,Fair
Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",1860,2016,75.0,USA,3.75,6,Ecuador,Moderate Blend,Fair
Ritual,"Camino Verde P., Balao, Guayas, 2014",1466,2015,85.0,USA,3.5,6,Ecuador,Deep Dark,Fair
Ritual,"Mid Mountain, 2014",1466,2015,70.0,USA,3.5,4,Unkown,Moderate Blend,Fair
Ritual,"Toledo District, Maya",1089,2013,75.0,USA,3.75,2,Belize,Moderate Blend,Fair
Ritual,"Maranon, Cajamarca",1181,2013,75.0,USA,3.0,3,Peru,Moderate Blend,Fair
Ritual,Sambirano,891,2012,75.0,USA,4.0,2,Madagascar,Moderate Blend,Excellent
Ritual,"Camino Verde P., 2012, Balao, Guayas",967,2012,75.0,USA,3.25,6,Ecuador,Moderate Blend,Fair
Ritual,Gran Couva,979,2012,75.0,USA,3.5,2,Trinidad,Moderate Blend,Fair
Ritual,Costa Rica,745,2011,75.0,USA,3.5,6,Costa Rica,Moderate Blend,Fair
Roasting Masters,"La Dorado, light roast",1844,2016,70.0,South Korea,3.25,6,Costa Rica,Moderate Blend,Fair
Roasting Masters,"Tapanti, light roast",1844,2016,70.0,South Korea,3.25,6,Costa Rica,Moderate Blend,Fair
Roasting Masters,Maleku,1844,2016,70.0,South Korea,3.25,6,Costa Rica,Moderate Blend,Fair
Robert (aka Chocolaterie Robert),Madagascar,1061,2013,75.0,Madagascar,3.25,2,Madagascar,Moderate Blend,Fair
Robert (aka Chocolaterie Robert),Madagascar w/ nibs,1061,2013,68.0,Madagascar,3.25,2,Madagascar,Mild Mocha,Fair
Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",923,2012,66.0,U.K.,3.5,2,Grenada,Mild Mocha,Fair
Rogue,"La Masica, Batch 1, FHIA Research Center",1748,2016,75.0,USA,3.75,6,Honduras,Moderate Blend,Fair
Rogue,"Caranero, Choc. Garage Exclusive",1446,2015,70.0,USA,3.75,6,Venezuela,Moderate Blend,Fair
Rogue,"Tranquilidad, Batch 1",1566,2015,75.0,USA,3.25,6,Bolivia,Moderate Blend,Fair
Rogue,Porcelana,1209,2014,80.0,USA,3.75,1,Venezuela,Moderate Blend,Fair
Rogue,"Akessons Estate, Sambirano, 2013",1038,2013,70.0,USA,3.5,2,Madagascar,Moderate Blend,Fair
Rogue,"Hispaniola, 2013",1081,2013,70.0,USA,3.5,6,Dominican Republic,Moderate Blend,Fair
Rogue,"Silvestre, Batch 7, 2013",1081,2013,75.0,USA,4.0,6,Bolivia,Moderate Blend,Excellent
Rogue,"Bachelor's Hall E., St. Thomas Parish",1193,2013,75.0,USA,3.75,2,Jamaica,Moderate Blend,Fair
Rogue,"Camino Verde P., Balao, Guayas",979,2012,75.0,USA,3.75,6,Ecuador,Moderate Blend,Fair
Rogue,"Silvestre, Batch 1, 2011",793,2011,75.0,USA,3.0,1,Bolivia,Moderate Blend,Fair
Rogue,Piura,565,2010,75.0,USA,3.75,6,Peru,Moderate Blend,Fair
Rogue,Rio Caribe,327,2009,70.0,USA,3.5,2,Venezuela,Moderate Blend,Fair
Rogue,"Hispaniola, 2008",213,2008,70.0,USA,2.75,6,Dominican Republic,Moderate Blend,Fair
Rogue,Jamaica,213,2008,70.0,USA,2.75,2,Jamaica,Moderate Blend,Fair
Rogue,"Sambirano, 2008",213,2008,70.0,USA,2.75,2,Madagascar,Moderate Blend,Fair
Rogue,Trinidad,213,2008,70.0,USA,3.0,2,Trinidad,Moderate Blend,Fair
Rozsavolgyi,Sur del Lago,809,2012,84.0,Hungary,2.5,6,Venezuela,Deep Dark,Fair
Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",871,2012,76.0,Hungary,2.25,2,Venezuela,Moderate Blend,Poor
Rozsavolgyi,"Sambirano, Akesson Estate",871,2012,72.0,Hungary,2.5,2,Madagascar,Moderate Blend,Fair
Rozsavolgyi,Carenero Superior,713,2011,73.0,Hungary,3.5,1,Venezuela,Moderate Blend,Fair
Rozsavolgyi,Porcelana,717,2011,71.0,Hungary,2.5,6,Venezuela,Moderate Blend,Fair
Rozsavolgyi,"Aragua, Trincheras",717,2011,70.0,Hungary,3.5,6,Venezuela,Moderate Blend,Fair
Rozsavolgyi,Principe,765,2011,77.0,Hungary,2.75,3,Principe,Moderate Blend,Fair
S.A.I.D.,Malgascio,607,2010,64.0,Italy,3.5,2,Madagascar,Mild Mocha,Fair
S.A.I.D.,100 percent,615,2010,100.0,Italy,1.5,6,Unkown,Deep Dark,Poor
S.A.I.D.,Samana,615,2010,70.0,Italy,3.0,6,Dominican Republic,Moderate Blend,Fair
S.A.I.D.,Arawak,615,2010,72.0,Italy,3.5,6,Carribean,Moderate Blend,Fair
S.A.I.D.,Latino,615,2010,72.0,Italy,3.5,6,Unkown,Moderate Blend,Fair
Sacred,Midnight,813,2012,83.0,USA,2.75,6,Central and S. America,Deep Dark,Fair
Sacred,Twilight,813,2012,69.0,USA,3.25,6,Central and S. America,Mild Mocha,Fair
Salgado,Bahia Superior,288,2008,70.0,Argentina,3.5,3,Brazil,Moderate Blend,Fair
Salgado,Esmeraldas,288,2008,70.0,Argentina,3.5,3,Ecuador,Moderate Blend,Fair
Salgado,Carenero Superior,288,2008,70.0,Argentina,3.5,2,Venezuela,Moderate Blend,Fair
Salgado,Rio Arriba,292,2008,70.0,Argentina,3.5,3,Ecuador,Moderate Blend,Fair
Santander (Compania Nacional),Colombian 2008,404,2009,75.0,Colombia,2.75,3,Colombia,Moderate Blend,Fair
Santander (Compania Nacional),Colombian w/ nibs,414,2009,70.0,Colombia,3.0,3,Colombia,Moderate Blend,Fair
Santander (Compania Nacional),Colombian Semi Dark,32,2006,53.0,Colombia,2.0,3,Colombia,Mild Mocha,Poor
Santander (Compania Nacional),Colombian,32,2006,65.0,Colombia,3.0,3,Colombia,Mild Mocha,Fair
Santander (Compania Nacional),Colombian Dark,32,2006,70.0,Colombia,4.0,3,Colombia,Moderate Blend,Excellent
Santome,Sao Tome,761,2011,70.0,France,2.75,3,Sao Tome,Moderate Blend,Fair
Scharffen Berger,San Juan de Cheni,959,2012,78.0,USA,4.0,6,Peru,Moderate Blend,Excellent
Scharffen Berger,Markham Valley,781,2011,68.0,USA,3.75,6,Papua New Guinea,Mild Mocha,Fair
Scharffen Berger,Camahogne,464,2010,68.0,USA,3.5,2,Grenada,Mild Mocha,Fair
Scharffen Berger,Amina,464,2010,65.0,USA,3.75,4,Madagascar,Mild Mocha,Fair
Scharffen Berger,Tome Acu,336,2009,68.0,USA,3.75,6,Brazil,Mild Mocha,Fair
Scharffen Berger,Asante,336,2009,65.0,USA,4.0,3,Ghana,Mild Mocha,Excellent
Scharffen Berger,Ben Tre,445,2009,72.0,USA,3.75,2,Vietnam,Moderate Blend,Fair
Scharffen Berger,Finisterra,227,2008,72.0,USA,3.0,4,"Ven., Trinidad, Mad.",Moderate Blend,Fair
Scharffen Berger,Las Islas,117,2007,72.0,USA,3.0,4,Carribean(DR/Jam/Tri),Moderate Blend,Fair
Scharffen Berger,Nibby,135,2007,62.0,USA,3.0,6,Unkown,Mild Mocha,Fair
Scharffen Berger,Cuyagua,135,2007,75.0,USA,3.75,6,Venezuela,Moderate Blend,Fair
Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188,2007,75.0,USA,3.0,4,Carribean,Moderate Blend,Fair
Scharffen Berger,Extra Dark,15,2006,82.0,USA,2.0,6,Unkown,Deep Dark,Poor
Scharffen Berger,Bittersweet,15,2006,70.0,USA,3.5,4,Unkown,Moderate Blend,Fair
Scharffen Berger,Kumasi Sambirano,40,2006,68.0,USA,2.0,4,Ghana & Madagascar,Mild Mocha,Poor
Scharffen Berger,Jamaica a l'ancienne,56,2006,70.0,USA,2.0,2,Jamaica,Moderate Blend,Poor
Scharffen Berger,Semisweet,56,2006,62.0,USA,3.0,4,Unkown,Mild Mocha,Fair
Seaforth,Dominican Republic,1658,2015,70.0,U.K.,2.75,6,Dominican Republic,Moderate Blend,Fair
Seaforth,Grenada,1658,2015,70.0,U.K.,2.75,6,Grenada,Moderate Blend,Fair
Shark Mountain,Jamaica,1450,2015,72.0,USA,3.25,2,Jamaica,Moderate Blend,Fair
Shark Mountain,Papua New Guinea,1450,2015,73.0,USA,3.5,3,Papua New Guinea,Moderate Blend,Fair
Shark Mountain,Cuyagua,1466,2015,77.0,USA,2.75,1,Venezuela,Moderate Blend,Fair
Shark Mountain,ROIG,1466,2015,74.0,USA,3.5,4,Dominican Republic,Moderate Blend,Fair
Shark Mountain,Ecuador,1335,2014,75.0,USA,3.0,2,Ecuador,Moderate Blend,Fair
Shark Mountain,"Belize, 2013",1335,2014,72.0,USA,3.25,4,Belize,Moderate Blend,Fair
Shark's,Hilo,713,2011,73.0,USA,2.0,6,Hawaii,Moderate Blend,Poor
Shark's,"Hilo, w/ added cocoa butter",721,2011,73.0,USA,2.5,6,Hawaii,Moderate Blend,Fair
Shattel,Tingo Maria,1884,2016,70.0,Peru,3.25,6,Peru,Moderate Blend,Fair
Shattell,Porcelana,757,2011,75.0,Peru,3.5,1,Peru,Moderate Blend,Fair
Sibu,Oro,1586,2015,82.0,Costa Rica,3.25,6,Costa Rica,Deep Dark,Fair
Sibu,Oscuro,1586,2015,70.0,Costa Rica,3.5,6,Costa Rica,Moderate Blend,Fair
Sibu Sura,Peru,911,2012,70.0,USA,2.5,6,Peru,Moderate Blend,Fair
Silvio Bessone,Maya Belize,717,2011,67.0,Italy,3.0,1,Belize,Mild Mocha,Fair
Silvio Bessone,"Trintade, Sao Tome",725,2011,65.0,Italy,3.25,3,Sao Tome,Mild Mocha,Fair
Silvio Bessone,"Bahia, Scavina",729,2011,60.0,Italy,3.25,2,Brazil,Mild Mocha,Fair
Silvio Bessone,"Porcelana, Colombia, Amazonas",741,2011,68.0,Italy,3.0,4,Colombia,Mild Mocha,Fair
Sirene,Wild Bolivia,1788,2016,73.0,Canada,3.5,6,Bolivia,Moderate Blend,Fair
Sirene,Kokoa Kamili Coop,1856,2016,73.0,Canada,3.5,6,Tanzania,Moderate Blend,Fair
Sirene,"Esmeraldas, Salazar Farm",1860,2016,73.0,Canada,3.75,6,Ecuador,Moderate Blend,Fair
Sirene,"Somia Plantation, 2012",1502,2015,100.0,Canada,3.0,2,Madagascar,Deep Dark,Fair
Sirene,"Camino Verde P., Balao, Guayas, 2012",1506,2015,100.0,Canada,3.0,6,Ecuador,Deep Dark,Fair
Sirene,Lachua w/ cane sugar,1614,2015,73.0,Canada,3.0,6,Guatemala,Moderate Blend,Fair
Sirene,"Lachua w/ maple sugar, batch 5",1614,2015,73.0,Canada,3.25,6,Guatemala,Moderate Blend,Fair
Sirene,Pisa,1650,2015,73.0,Canada,3.25,6,Haiti,Moderate Blend,Fair
Sirene,"Somia Plantation, 2012",1339,2014,67.0,Canada,3.75,2,Madagascar,Mild Mocha,Fair
Sirene,"Somia Plantation, 2012",1339,2014,73.0,Canada,3.75,2,Madagascar,Moderate Blend,Fair
Sirene,"Camino Verde P., Balao, Guayas",1343,2014,73.0,Canada,3.75,6,Ecuador,Moderate Blend,Fair
Sjolinds,Ghana,1454,2015,70.0,USA,2.75,3,Ghana,Moderate Blend,Fair
Sjolinds,Nicaragua,1462,2015,72.0,USA,3.0,6,Nicaragua,Moderate Blend,Fair
"Smooth Chocolator, The","Oko Caribe, DOR005",1940,2017,70.0,Australia,3.5,6,Dominican Republic,Moderate Blend,Fair
"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,70.0,Australia,3.75,1,Venezuela,Moderate Blend,Fair
"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,70.0,Australia,4.0,1,Ecuador,Moderate Blend,Excellent
"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756,2016,70.0,Australia,3.75,6,Belize,Moderate Blend,Fair
"Smooth Chocolator, The",Tien Giang,1864,2016,70.0,Australia,3.0,2,Vietnam,Moderate Blend,Fair
"Smooth Chocolator, The",Australia,1864,2016,67.0,Australia,3.75,6,Australia,Mild Mocha,Fair
"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908,2016,70.0,Australia,3.25,6,Guatemala,Moderate Blend,Fair
"Smooth Chocolator, The",Akesson's Estate,1618,2015,65.0,Australia,3.25,2,Madagascar,Mild Mocha,Fair
"Smooth Chocolator, The",Akesson's Estate,1622,2015,70.0,Australia,3.5,2,Madagascar,Moderate Blend,Fair
"Smooth Chocolator, The",Kokoa Kamili,1622,2015,67.0,Australia,3.75,6,Tanzania,Mild Mocha,Fair
"Smooth Chocolator, The",San Juan Estate,1622,2015,70.0,Australia,3.75,2,Trinidad,Moderate Blend,Fair
"Smooth Chocolator, The",Camino Verde,1622,2015,72.0,Australia,4.0,6,Ecuador,Moderate Blend,Excellent
"Smooth Chocolator, The",Bolivia,1626,2015,72.0,Australia,2.75,6,Bolivia,Moderate Blend,Fair
"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",1662,2015,65.0,Australia,3.5,6,Papua New Guinea,Mild Mocha,Fair
"Smooth Chocolator, The","Maranon, batch 2",1666,2015,67.0,Australia,3.0,3,Peru,Mild Mocha,Fair
"Smooth Chocolator, The","Chuao, batch 3",1666,2015,70.0,Australia,3.75,2,Venezuela,Moderate Blend,Fair
Snake & Butterfly,Ghana,693,2011,67.0,USA,1.5,3,Ghana,Mild Mocha,Poor
Snake & Butterfly,Madagascar,502,2010,68.0,USA,3.0,2,Madagascar,Mild Mocha,Fair
Snake & Butterfly,Ecuador,502,2010,68.0,USA,3.25,6,Ecuador,Mild Mocha,Fair
Sol Cacao,"Ecuador, Batch 1",1812,2016,70.0,USA,3.5,6,Ecuador,Moderate Blend,Fair
Sol Cacao,Madagascar,1518,2015,72.0,USA,3.0,2,Madagascar,Moderate Blend,Fair
Solkiki,"Maranon, Fortunato No. 4",1840,2016,68.0,U.K.,2.75,3,Peru,Mild Mocha,Fair
Solkiki,"Castillo, Hispaniola, unroasted",1840,2016,85.0,U.K.,2.75,6,Dominican Republic,Deep Dark,Fair
Solomons Gold,Solomon Island,1792,2016,70.0,New Zealand,3.25,6,Solomon Islands,Moderate Blend,Fair
Solomons Gold,Solomon Island w/ nibs,1796,2016,75.0,New Zealand,3.25,6,Solomon Islands,Moderate Blend,Fair
Solstice,Bundibugyo,1335,2014,70.0,USA,3.0,4,Uganda,Moderate Blend,Fair
Solstice,Sambirano,1157,2013,70.0,USA,3.0,2,Madagascar,Moderate Blend,Fair
Solstice,Amazonas,1157,2013,70.0,USA,3.0,6,Venezuela,Moderate Blend,Fair
Solstice,Bolivia,1161,2013,70.0,USA,3.25,6,Bolivia,Moderate Blend,Fair
Solstice,San Martin,1161,2013,70.0,USA,3.25,6,Peru,Moderate Blend,Fair
Solstice,Wasatch,1161,2013,70.0,USA,3.5,4,Unkown,Moderate Blend,Fair
Soma,"Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,62.0,Canada,3.5,6,Dominican Republic,Mild Mocha,Fair
Soma,"Sambirano Valley, Black Science, B-60307.0",1820,2016,70.0,Canada,3.5,2,Madagascar,Moderate Blend,Fair
Soma,"Bahia Black, batch bra50722.1",1828,2016,70.0,Canada,3.5,3,Brazil,Moderate Blend,Fair
Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,75.0,Canada,3.75,6,"Ven.,Ecu.,Peru,Nic.",Moderate Blend,Fair
Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,2016,70.0,Canada,3.75,2,Nicaragua,Moderate Blend,Fair
